SBLnr,SBLlength,titel,Fodd,Dod,Band,Year
13048,40392,Johannes Gezelius,Född:1647-09-06,"Död:1718-04-10 – Täby församling (AB-län), Stockholms län (på Viggbyholm)","Band 17 (1967-1969), sida 104.",1967-1969
13049,21990,Johannes Gezelius,Född:1686-05-06 – Estland (i Narva),Död:1733-05-18 – Finland (i Borgå),"Band 17 (1967-1969), sida 107.",1967-1969
13050,22336,"Gibson, släkt",,,"Band 17 (1967-1969), sida 109.",1967-1969
13053,19797,J James (Jimmy) Gibson,"Född:1858-12-26 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1932-10-30 – Ulricehamns församling, Älvsborgs län (enl db för Domk, Göteborg)","Band 17 (1967-1969), sida 114.",1967-1969
13054,28701,William Gibson,"Född:1783-03-11 – Storbritannien och Nordirland (i Arbroath, Skottland)","Död:1857-08-03 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Band 17 (1967-1969), sida 110.",1967-1969
13055,20086,William Gibson,"Född:1816-04-19 – Göteborgs Karl Johans församling, Västra Götalands län","Död:1865-04-07 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Band 17 (1967-1969), sida 112.",1967-1969
13056,22058,William Gibson,"Född:1848-07-21 – Partille församling, Västra Götalands län","Död:1917-01-22 – Partille församling, Västra Götalands län","Band 17 (1967-1969), sida 113.",1967-1969
13058,35129,P Arvid Gierow,"Född:1873-08-08 – Lunds domkyrkoförsamling, Skåne län","Död:1944-11-04 – Rängs församling, Skåne län (i Ljunghusen)","Band 17 (1967-1969), sida 115.",1967-1969
13059,22748,"Giers, släkter",,,"Band 17 (1967-1969), sida 117.",1967-1969
13061,18726,"Giertta, släkt",,,"Band 17 (1967-1969), sida 118.",1967-1969
13062,29038,Johan Giertta,Född:1666-06-24 – Estland (i Narva),"Död:1740-05-12 – Nikolai församling, Stockholms län","Band 17 (1967-1969), sida 118.",1967-1969
13063,16155,"Giertz, släkt",,,"Band 17 (1967-1969), sida 120.",1967-1969
13064,30383,K Harald Giertz,"Född:1876-11-26 – Kungsholm eller Ulrika Eleonora, Stockholms län","Död:1950-01-03 – Botkyrka församling, Stockholms län","Band 17 (1967-1969), sida 120.",1967-1969
13065,19280,Carl Gustaf Gillberg,"Född:1774-10-01 – Västerås Badelunda församling, Västmanlands län (i Malma)","Död:1855-06-03 – Hedvig Eleonora församling, Stockholms län","Band 17 (1967-1969), sida 124.",1967-1969
13066,27060,Jacob Gillberg,"Född:1724-05-26 – Ölme församling, Värmlands län (troligen i Ölme)","Död:1793-10-15 – Nikolai församling, Stockholms län","Band 17 (1967-1969), sida 122.",1967-1969
13067,19903,Jacob Axel Gillberg,"Född:1769-12-15 – Västerås Badelunda församling, Västmanlands län","Död:1845-10-01 – Klara församling, Stockholms län","Band 17 (1967-1969), sida 123.",1967-1969
13068,20285,"Gille, släkt",,,"Band 17 (1967-1969), sida 125.",1967-1969
13070,35579,Jacob Edvard Gille,"Född:1814-08-10 – Adolf Fredriks församling, Stockholms län","Död:1880-11-08 – Finska församling, Stockholms län","Band 17 (1967-1969), sida 126.",1967-1969
13071,41552,Gustaf F Gilljam,"Född:1832-07-22 – Ärentuna församling, Uppsala län","Död:1908-01-17 – Jakobs församling, Stockholms län","Band 17 (1967-1969), sida 128.",1967-1969
13072,15089,"Giron, släkt",,,"Band 17 (1967-1969), sida 132.",1967-1969
13074,28117,Aegidius Laurentii Girs,Född:1583,Död:1639,"Band 17 (1967-1969), sida 131.",1967-1969
13075,19615,"Gisiko, släkt",,,"Band 17 (1967-1969), sida 132.",1967-1969
13078,20326, Gisle,,Död:före 1170,"Band 17 (1967-1969), sida 133.",1967-1969
13079,36978,Torsten R E Gislén,"Född:1893-06-21 – Kalmar domkyrkoförsamling, Kalmar län","Död:1954-08-26 – Lunds domkyrkoförsamling, Skåne län","Band 17 (1967-1969), sida 134.",1967-1969
13080,31010,Nils Gissler,"Född:1715-02-20 – Torps församling (Y-län), Västernorrlands län","Död:1771-11-19 – Härnösands domkyrkoförsamling, Västernorrlands län","Band 17 (1967-1969), sida 136.",1967-1969
13081,23122,Jonas Henric Gistrén,"Född:1767-06-07 – Karlshamns församling, Blekinge län","Död:1847-05-21 – Klara församling, Stockholms län","Band 17 (1967-1969), sida 138.",1967-1969
13082,15546,"Giöbel, släkt",,,"Band 17 (1967-1969), sida 139.",1967-1969
13083,33853,Olof H Gjerdman,"Född:1883-04-29 – Nyköpings Alla Helgona församling, Södermanlands län","Död:1965-06-27 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 139.",1967-1969
13085,23692,Even Christian Gjestvang,Född:1853-09-28 – Norge (i Nes),Död:1932-02-08 – Monaco (i Monte Carlo),"Band 17 (1967-1969), sida 141.",1967-1969
13086,26652,Erik Gjörloff,"Född:1732-12-01 – Malmö Sankt Petri församling, Skåne län","Död:1805-03-04 – Landskrona församling, Skåne län","Band 17 (1967-1969), sida 142.",1967-1969
13087,170298,Carl Christoffer Gjörwell,"Född:1731-02-10 – Landskrona församling, Skåne län","Död:1811-08-26 – Jakobs församling, Stockholms län","Band 17 (1967-1969), sida 144.",1967-1969
13088,37839,Carl Christoffer Gjörwell,"Född:1766-01-19 – Jakobs församling, Stockholms län","Död:1837-11-14 – Jakobs församling, Stockholms län","Band 17 (1967-1969), sida 156.",1967-1969
13089,22258,Lorens Glansenstierna,"Född:1672-08-10 – Stockholms stad, Stockholms län","Död:1740-01-05 – Nikolai församling, Stockholms län","Band 17 (1967-1969), sida 159.",1967-1969
13090,29960,Olof Glas,"Född:1812-11-14 – Umeå stadsförsamling, Västerbottens län","Död:1880-03-05 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 160.",1967-1969
13091,15169,"Gleerup, släkt",,,"Band 17 (1967-1969), sida 161.",1967-1969
13092,31291,Christian Gleerup,Född:1800-09-26 – Danmark (i Aalborg),"Död:1871-11-08 – Lunds domkyrkoförsamling, Skåne län","Band 17 (1967-1969), sida 162.",1967-1969
13094,25432,Jacob D Gleerup,"Född:1834-04-15 – Lunds domkyrkoförsamling, Skåne län","Död:1914-06-05 – Lunds domkyrkoförsamling, Skåne län","Band 17 (1967-1969), sida 163.",1967-1969
13095,16900,"Glimstedt, släkter",,,"Band 17 (1967-1969), sida 165.",1967-1969
13096,18229,"Glysing, ätt",,,"Band 17 (1967-1969), sida 165.",1967-1969
13098,17800,"Gnospelius, släkt",,,"Band 17 (1967-1969), sida 166.",1967-1969
13100,16326,"Godenius, släkt",,,"Band 17 (1967-1969), sida 166.",1967-1969
13101,21170,Samuel Godenius,"Född:1806-03-02 – Gagnefs församling, Dalarnas län","Död:1891-06-15 – Hedvig Eleonora församling, Stockholms län","Band 17 (1967-1969), sida 167.",1967-1969
13102,116161,"Georg Heinrich Goertz, von",Född:1668,"Död:1719-02-19 – Stockholms stad, Stockholms län","Band 17 (1967-1969), sida 168.",1967-1969
13103,16328,"Goës, släkt",,,"Band 17 (1967-1969), sida 177.",1967-1969
13104,27430,Axel T Goës,"Född:1835-07-03 – Röks församling, Östergötlands län","Död:1897-08-20 – Hedvig Eleonora församling, Stockholms län","Band 17 (1967-1969), sida 178.",1967-1969
13105,36754,H (Henry) C H B Goodwin,Född:1878-02-20 – Tyskland (i München),"Död:1931-09-11 – Saltsjöbadens församling, Stockholms län","Band 17 (1967-1969), sida 179.",1967-1969
13106,20231,Johan E Gorthon,"Född:1876-10-03 – Lövestads församling, Skåne län","Död:1949-07-25 – Helsingborgs Maria församling, Skåne län","Band 17 (1967-1969), sida 182.",1967-1969
13107,38982,Carl August Gosselman,"Född:1799-06-17 – Ystads församling, Skåne län","Död:1843-04-04 – Nyköpings Alla Helgona församling, Södermanlands län","Band 17 (1967-1969), sida 182.",1967-1969
13108,30377,Johan Gothenius,"Född:1721-01-29 – Uddevalla församling, Västra Götalands län","Död:1809-01-23 – Skee församling, Västra Götalands län","Band 17 (1967-1969), sida 185.",1967-1969
13109,19016,"Gother, släkt",,,"Band 17 (1967-1969), sida 187.",1967-1969
13110,29712,Herman Gotthardt,Född:1873-10-01 – Danmark (i Nyköping-Falster),"Död:1949-04-19 – Limhamns församling, Skåne län","Band 17 (1967-1969), sida 187.",1967-1969
13111,23350,"Govenius, släkt",,,"Band 17 (1967-1969), sida 189.",1967-1969
13114,19500,"Graan, släkter",,,"Band 17 (1967-1969), sida 191.",1967-1969
13115,26090,Johan Graan,"Född: – Skellefteå landsförsamling, Västerbottens län (i Skellefteå prästgård)","Död:1679 – Jakobs församling, Stockholms län","Band 17 (1967-1969), sida 190.",1967-1969
13117,27223,Johan Adam Graaner,"Född:1782-04-16 – Fröslunda församling, Uppsala län (på Torslunda säteri)",Död:1819-11-24 – Sydafrika (på ett engelskt fartyg vid Godahoppsudden),"Band 17 (1967-1969), sida 192.",1967-1969
13118,22809,Nils Grabbe,,Död:1549,"Band 17 (1967-1969), sida 193.",1967-1969
13119,23806,Alf G Grabe,"Född:1880-09-24 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1966-05-06 – Matteus församling (AB-län), Stockholms län","Band 17 (1967-1969), sida 194.",1967-1969
13120,20418,Carl L Grabow,"Född:1847-12-29 – Tyska Sankta Gertruds församling, Stockholms län","Död:1922-11-23 – Tyska Sankta Gertruds församling, Stockholms län","Band 17 (1967-1969), sida 195.",1967-1969
13121,23379,Mathilda E E Grabow,"Född:1852-05-23 – Tyska Sankta Gertruds församling, Stockholms län","Död:1940-05-29 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 17 (1967-1969), sida 196.",1967-1969
13122,23851,Anders Grade,"Född:1877-03-26 – Södra Sandby församling, Skåne län","Död:1943-12-24 – Matteus församling (AB-län), Stockholms län","Band 17 (1967-1969), sida 197.",1967-1969
13124,15702,"Graffman, släkt",,,"Band 17 (1967-1969), sida 199.",1967-1969
13125,36078,Carl Samuel Graffman,Född:1801-07-23,"Död:1862-04-16 – Kungsholm eller Ulrika Eleonora, Stockholms län (på Konradsberg)","Band 17 (1967-1969), sida 199.",1967-1969
13126,27426,"Grafström, släkter",,,"Band 17 (1967-1969), sida 201.",1967-1969
13127,52308,Anders A Grafström,"Född:1790-01-10 – Sundsvalls Gustav Adolfs församling, Västernorrlands län","Död:1870-07-24 – Umeå stadsförsamling, Västerbottens län","Band 17 (1967-1969), sida 203.",1967-1969
13129,28985,Erik F M Grafström,"Född:1872-04-26 – Klara församling, Stockholms län","Död:1952-07-18 – Falu Kristine församling, Dalarnas län","Band 17 (1967-1969), sida 208.",1967-1969
13130,30663,T Frithiof Grafström,"Född:1827-04-06 – Solna församling, Stockholms län (på Karlsbergs Slott)","Död:1883-08-13 – Klara församling, Stockholms län","Band 17 (1967-1969), sida 206.",1967-1969
13131,20170,Gillis E Grafström,"Född:1893-06-07 – Hedvig Eleonora församling, Stockholms län",Död:1938-04-14 – Tyskland (i Potsdam),"Band 17 (1967-1969), sida 211.",1967-1969
13132,22340,Sven H Grafström,"Född:1902-11-02 – Hedvig Eleonora församling, Stockholms län","Död:1955-01-03 – Nikolai församling, Stockholms län","Band 17 (1967-1969), sida 209.",1967-1969
13133,18933,P Samuel (Sam) Graham,"Född:1868-10-21 – Hangvars församling, Gotlands län","Död:1940-11-24 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 17 (1967-1969), sida 211.",1967-1969
13134,14497,"Grahn, släkter",,,"Band 17 (1967-1969), sida 214.",1967-1969
13135,28900,G Hjalmar Grahn,Född:1882-07-20 – Finland (i Kotka),"Död:1949-02-26 – Finska församling, Stockholms län","Band 17 (1967-1969), sida 212.",1967-1969
13136,21742,"Gram, släkter",,,"Band 17 (1967-1969), sida 214.",1967-1969
13140,35794,J Olof Granberg,"Född:1858-09-24 – Jakobs församling, Stockholms län","Död:1933-10-29 – Engelbrekts församling, Stockholms län","Band 17 (1967-1969), sida 215.",1967-1969
13141,68360,Per Adolf Granberg,"Född:1770-04-17 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1841-02-05 – Klara församling, Stockholms län","Band 17 (1967-1969), sida 217.",1967-1969
13142,37553,Lars Grandel,"Född:1750-10-29 – Skara domkyrkoförsamling, Skaraborgs län","Död:1836-05-31 – Nikolai församling, Stockholms län","Band 17 (1967-1969), sida 222.",1967-1969
13143,32769,Emil Grandinson,"Född:1863-09-18 – Stockholms stad, Stockholms län","Död:1915-07-07 – Stockholms stad, Stockholms län","Band 17 (1967-1969), sida 226.",1967-1969
13144,31264,Karl Gustaf A Grandinson,"Född:1858-08-19 – Klara församling, Stockholms län","Död:1944-09-07 – Hedvig Eleonora församling, Stockholms län","Band 17 (1967-1969), sida 224.",1967-1969
13145,20719,Cyrus T Granér,"Född:1870-01-06 – Oskarshamns församling, Kalmar län","Död:1937-08-26 – Bromma församling (AB-län), Stockholms län","Band 17 (1967-1969), sida 228.",1967-1969
13146,43086,Axel M Granholm,"Född:1872-08-19 – Norrbärke församling, Dalarnas län","Död:1951-07-06 – Sankt Görans församling, Stockholms län","Band 17 (1967-1969), sida 229.",1967-1969
13147,31970,Nicolaus Andræ Granius,,Död:1631-03-05 – Tyskland (i Helmstedt (Stephani)),"Band 17 (1967-1969), sida 232.",1967-1969
13148,18727,"Granlund, släkter",,,"Band 17 (1967-1969), sida 234.",1967-1969
13149,29565,N O Erik Granlund,"Född:1892-09-20 – Hedvig Eleonora församling, Stockholms län","Död:1938-03-20 – Danderyds församling, Stockholms län","Band 17 (1967-1969), sida 234.",1967-1969
13152,26036,P Gustaf D Granqvist,"Född:1866-08-27 – Tegnaby församling, Kronobergs län","Död:1922-09-18 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 236.",1967-1969
13153,29147,Ida Granqvist,"Född:1872-11-12 – Rackeby församling, Skaraborgs län","Död:1949-03-10 – Nylöse församling, Västra Götalands län","Band 17 (1967-1969), sida 237.",1967-1969
13154,15814,"Granström, släkt",,,"Band 17 (1967-1969), sida 239.",1967-1969
13156,31923,Gustaf A Granström,"Född:1851-12-26 – Katarina församling, Stockholms län","Död:1941-01-17 – Adolf Fredriks församling, Stockholms län","Band 17 (1967-1969), sida 239.",1967-1969
13157,26923,"Grape, släkt",,,"Band 17 (1967-1969), sida 241.",1967-1969
13158,31807,Anders W Grape,"Född:1880-03-07 – Gävle Heliga Trefaldighets församling, Gävleborgs län","Död:1959-04-29 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 242.",1967-1969
13160,18845,"Grapengiesser, släkt",,,"Band 17 (1967-1969), sida 244.",1967-1969
13161,21718,Olof Grau,"Född:1722-02-20 – Västerås domkyrkoförsamling, Västmanlands län","Död:1774-04-12 – Sankt Ilians församling (U-län), Västmanlands län (på Stenby. (enl db för Västerås Domk.))","Band 17 (1967-1969), sida 245.",1967-1969
13162,17489,"Grauers, släkt",,,"Band 17 (1967-1969), sida 246.",1967-1969
13163,26803,B Hugo Grauers,"Född:1869-01-08 – Norrköpings Sankt Olai församling, Östergötlands län","Död:1942-12-26 – Göteborgs Annedals församling, Västra Götalands län","Band 17 (1967-1969), sida 246.",1967-1969
13164,25598,Daniel Ehrenfried Gravallius,"Född:1777-10-04 – Jakobs församling, Stockholms län","Död:1849-11-18 – Frustuna församling, Södermanlands län","Band 17 (1967-1969), sida 248.",1967-1969
13165,26783,C Wilhelmina Gravallius,"Född:1807-09-07 – Mogata församling, Östergötlands län","Död:1884-11-22 – Botkyrka församling, Stockholms län (i Tumba)","Band 17 (1967-1969), sida 249.",1967-1969
13166,17607,"Gravander, släkter",,,"Band 17 (1967-1969), sida 250.",1967-1969
13167,28459,"Grave, släkt",,,"Band 17 (1967-1969), sida 250.",1967-1969
13169,17557,"Grefberg, släkt",,,"Band 17 (1967-1969), sida 252.",1967-1969
13171,29975,Gustaf E Grefberg,"Född:1879-10-27 – Sankt Laurentii församling, Östergötlands län","Död:1964-03-01 – Danderyds församling, Stockholms län","Band 17 (1967-1969), sida 252.",1967-1969
13172,24950,Lorentz L Grefing,Född: – Tyskland,"Död:1769-04-11 – Maria Magdalena församling, Stockholms län","Band 17 (1967-1969), sida 254.",1967-1969
13173,23642,Amund Nilsson Grefwe,,"Död:1677-02-11 – Göteborgs stad, Västra Götalands län","Band 17 (1967-1969), sida 255.",1967-1969
13174,25458,"Greiff, von, släkt",,,"Band 17 (1967-1969), sida 256.",1967-1969
13177,17264,"Gren, ätt",,,"Band 17 (1967-1969), sida 258.",1967-1969
13178,28478,Ivar Gren,,Död:levde ännu 1495,"Band 17 (1967-1969), sida 263.",1967-1969
13179,19920,Jonas Gren,"Född:1715-01-13 – Husby församling (W-län), Dalarnas län (på Stjärnsunds bruk)","Död:1765-03-25 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 17 (1967-1969), sida 258.",1967-1969
13180,53828,Magnus Gren,,Död:troligen 1475,"Band 17 (1967-1969), sida 259.",1967-1969
13181,21019,Måns Gren,,"Död:1520-11-08 – Stockholms stad, Stockholms län (dog i Stockholms blodbad)","Band 17 (1967-1969), sida 264.",1967-1969
13183,18947,"Grenander, släkter",,,"Band 17 (1967-1969), sida 265.",1967-1969
13184,19859,"Grevesmühl, släkt",,,"Band 17 (1967-1969), sida 265.",1967-1969
13186,72785,Carl August Grevesmöhlen,"Född:1754 – Lindesbergs landsförsamling, Örebro län (på Dalkarlshyttan)",Död:1823-06-01 – Norge (i Kongsvinger),"Band 17 (1967-1969), sida 266.",1967-1969
