SBLnr,SBLlength,titel,Fodd,Dod,Band,Year
12822,17794,"Hellman, släkt",,,"Band 18 (1969-1971), sida 572.",1969-1971
12823,18459,"Hellman, släkt",,,"Band 18 (1969-1971), sida 575.",1969-1971
12825,36318,Theodor Hellman,"Född:1877-09-14 – Holmsunds församling, Västerbottens län","Död:1958-06-05 – Härnösands domkyrkoförsamling, Västernorrlands län","Band 18 (1969-1971), sida 573.",1969-1971
12826,27903,Torsten J:son Hellman,"Född:1878-04-03 – Längjums församling (R-län), Skaraborgs län","Död:1944-12-14 – Lunds domkyrkoförsamling, Skåne län","Band 18 (1969-1971), sida 576.",1969-1971
12827,29345,Hans V Hellmer,"Född:1898-07-17 – Helsingborgs Maria församling, Skåne län","Död:1949-03-23 – Lunds domkyrkoförsamling, Skåne län","Band 18 (1969-1971), sida 577.",1969-1971
12828,15132,"Hellner, släkt",,,"Band 18 (1969-1971), sida 579.",1969-1971
12829,64517,Johannes Hellner,"Född:1866-04-22 – Svedala församling, Skåne län","Död:1947-02-19 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 579.",1969-1971
12830,48608,G Elof Hellquist,"Född:1864-06-26 – Norrköpings Sankt Olai församling, Östergötlands län","Död:1933-03-07 – Lunds domkyrkoförsamling, Skåne län","Band 18 (1969-1971), sida 584.",1969-1971
12831,33615,Carl Gustaf Hellqvist,"Född:1851-12-15 – Kung Karls församling, Västmanlands län",Död:1890-11-19 – Tyskland (i München),"Band 18 (1969-1971), sida 587.",1969-1971
12832,34349,Nils E Hellsten,"Född:1886-02-19 – Klara församling, Stockholms län","Död:1962-04-12 – Katarina församling, Stockholms län","Band 18 (1969-1971), sida 589.",1969-1971
12833,20194,"Hellstenius, släkt",,,"Band 18 (1969-1971), sida 591.",1969-1971
12835,25122,"Hellström, släkter",,,"Band 18 (1969-1971), sida 597.",1969-1971
12836,14142,"Hellström, släkt",,,"Band 18 (1969-1971), sida 602.",1969-1971
12837,12940,"Hellström, släkt",,,"Band 18 (1969-1971), sida 606.",1969-1971
12838,24266,Anders Hellström,"Född:1877-10-31 – Norrköpings Sankt Olai församling, Östergötlands län","Död:1940-07-15 – Fässbergs församling, Västra Götalands län (kan även vara Stensjöns församling)","Band 18 (1969-1971), sida 598.",1969-1971
12839,50061,Bo M O Hellström,"Född:1890-11-03 – Norrköpings Sankt Olai församling, Östergötlands län","Död:1967-12-06 – Lidingö församling, Stockholms län","Band 18 (1969-1971), sida 599.",1969-1971
12840,72043,E Gustaf Hellström,"Född:1882-08-28 – Kristianstads Heliga Trefaldighets församling, Kristianstads län","Död:1953-02-27 – Engelbrekts församling, Stockholms län","Band 18 (1969-1971), sida 608.",1969-1971
12841,40964,John G L Hellström,"Född:1890-06-25 – Stora Malms församling, Södermanlands län","Död:1965-11-01 – Hedvig Eleonora församling, Stockholms län","Band 18 (1969-1971), sida 592.",1969-1971
12842,32903,Kristian Hellström,"Född:1880-07-24 – Adolf Fredriks församling, Stockholms län","Död:1946-06-14 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 18 (1969-1971), sida 595.",1969-1971
12843,39623,Nils E Hellström,"Född:1877-01-03 – Kristianstads Heliga Trefaldighets församling, Kristianstads län","Död:1941-05-30 – Adolf Fredriks församling, Stockholms län","Band 18 (1969-1971), sida 606.",1969-1971
12844,47734,Paulus (Paul) Hellström,"Född:1866-01-08 – Umeå stadsförsamling, Västerbottens län","Död:1927-06-03 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 18 (1969-1971), sida 603.",1969-1971
12847,20075,"Helsingius, släkt",,,"Band 18 (1969-1971), sida 614.",1969-1971
12848,38320,Daniel Georgii Helsingius,Född:1717,"Död:1774-08-12 – Klara församling, Stockholms län","Band 18 (1969-1971), sida 615.",1969-1971
12850,25324, Helvig,,Död:1324,"Band 18 (1969-1971), sida 617.",1969-1971
12851,29261,Carl G Helvig,Född:1765-09-07 – Tyskland (i Wolgast),Död:1844-05-11 – Tyskland (i Berlin),"Band 18 (1969-1971), sida 618.",1969-1971
12852,45081,"A Amelie (Amalia) Helvig, von",Född:1776-08-16 – Tyskland (i Weimar),Död:1831-12-17 – Tyskland (i Berlin),"Band 18 (1969-1971), sida 620.",1969-1971
12853,24169,"Hemberg, släkter",,,"Band 18 (1969-1971), sida 624.",1969-1971
12855,30163,Eugen P A Hemberg,"Född:1845-11-09 – Ystads församling, Skåne län","Död:1946-03-14 – Växjö domkyrkoförsamling, Kronobergs län","Band 18 (1969-1971), sida 625.",1969-1971
12857,27406,O Oscar Hemberg,"Född:1881-07-26 – Östraby församling, Skåne län","Död:1944-05-14 – Gustav Vasa församling, Stockholms län","Band 18 (1969-1971), sida 623.",1969-1971
12858,41090, Hemming,"Född: – Bälinge församling (C-län), Uppsala län",Död:1366-05-21,"Band 18 (1969-1971), sida 627.",1969-1971
12859,20344, Hemming Henriksson,Född: – Finland (i Åbo),Död:1619,"Band 18 (1969-1971), sida 629.",1969-1971
12860,27995, Hemming Nilsson,,"Död:1351-05-15 – Övergrans församling, Uppsala län (troligen på Arnö)","Band 18 (1969-1971), sida 630.",1969-1971
12861,23650,Axel H Hemming-Sjöberg,"Född:1884-05-02 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1958-05-04 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 631.",1969-1971
12862,30020,H Edvard Henke,"Född:1874-02-28 – Västra Alstads församling, Skåne län","Död:1946-06-07 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 632.",1969-1971
12863,24549,Jost Henne,"Född: – Tyskland (i Hennen, Westfalen)","Död:1644 – Jakobs församling, Stockholms län","Band 18 (1969-1971), sida 634.",1969-1971
12864,19616,C W A Richard Henneberg,Född:1853-08-05 – Tyskland (i Berlin),"Död:1925-10-19 – Malmö Karoli församling, Skåne län","Band 18 (1969-1971), sida 635.",1969-1971
12865,24265,Anders H Hennig,"Född:1864-05-22 – Jönköpings Kristina församling, Jönköpings län","Död:1918-04-19 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 636.",1969-1971
12866,28460,Gustaf Ferdinand Hennig,"Född:1786-11-07 – Tyskland (i Marienberg, Sachsen)","Död:1853-09-02 – Kristine församling, Västra Götalands län","Band 18 (1969-1971), sida 637.",1969-1971
12867,31776,"C Gustaf (Gösta) A Hennigs, von","Född:1866-04-15 – Rogslösa församling, Östergötlands län","Död:1941-12-26 – Högalids församling, Stockholms län","Band 18 (1969-1971), sida 638.",1969-1971
12868,14245,"Henning, släkt",,,"Band 18 (1969-1971), sida 647.",1969-1971
12869,27288,Albert G Henning,"Född:1881-09-04 – Kristianstads Heliga Trefaldighets församling, Kristianstads län","Död:1963-12-05 – Kristianstads Heliga Trefaldighets församling, Kristianstads län","Band 18 (1969-1971), sida 640.",1969-1971
12870,47597,Gerhard H Henning,"Född:1880-05-27 – Kungsholm eller Ulrika Eleonora, Stockholms län",Död:1967-09-16 – Danmark (i Hellerup),"Band 18 (1969-1971), sida 642.",1969-1971
12871,30109,K Uno Henning,"Född:1895-09-11 – Katarina församling, Stockholms län","Död:1970-05-16 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 645.",1969-1971
12872,18381,"Hennings, släkt",,,"Band 18 (1969-1971), sida 647.",1969-1971
12875,35460,August Henricson,"Född:1839-02-06 – Norrköpings Östra Eneby församling, Östergötlands län","Död:1932-04-30 – Skärkinds församling, Östergötlands län","Band 18 (1969-1971), sida 647.",1969-1971
12876,36207,J Aron Henricsson,"Född:1859-02-15 – Istorps församling, Älvsborgs län","Död:1941-03-16 – Augerums församling, Blekinge län","Band 18 (1969-1971), sida 650.",1969-1971
12877,18415, Henricus Johannis,,Död:1556,"Band 18 (1969-1971), sida 652.",1969-1971
12878,21658, Henrik den helige,,Död:0,"Band 18 (1969-1971), sida 652.",1969-1971
12879,24842, Henrik,,Död:1283,"Band 18 (1969-1971), sida 653.",1969-1971
12880,19826, Henrik Hartmansson,,Död:1367,"Band 18 (1969-1971), sida 654.",1969-1971
12881,37293, Henrik Karlsson,,Död:1408-03-20,"Band 18 (1969-1971), sida 655.",1969-1971
12882,33684, Henrik Tidemansson,,Död:1500-12-20,"Band 18 (1969-1971), sida 657.",1969-1971
12883,43263,Anders H Henrikson,"Född:1896-06-13 – Klara församling, Stockholms län","Död:1965-10-17 – Västerleds församling, Stockholms län","Band 18 (1969-1971), sida 659.",1969-1971
12884,26176,Fritz Henriksson,"Född:1872-05-30 – Skånes-Fagerhults församling, Kristianstads län","Död:1941-03-31 – Lidingö församling, Stockholms län","Band 18 (1969-1971), sida 662.",1969-1971
12885,25968,"Henriques, släkt",,,"Band 18 (1969-1971), sida 663.",1969-1971
12889,23876,"Henschen, släkt",,,"Band 18 (1969-1971), sida 665.",1969-1971
12890,44135,Lars Vilhelm Henschen,"Född:1805-06-01 – Karlskrona stadsförsamling, Blekinge län","Död:1885-01-27 – Uppsala domkyrkoförsamling, Uppsala län","Band 18 (1969-1971), sida 666.",1969-1971
12891,44582,Salomon E Henschen,"Född:1847-02-28 – Uppsala domkyrkoförsamling, Uppsala län","Död:1930-12-04 – Johannes församling, Stockholms län","Band 18 (1969-1971), sida 670.",1969-1971
12892,25219,Wilhelm (William) A Henschen,"Född:1842-04-11 – Uppsala domkyrkoförsamling, Uppsala län","Död:1925-08-31 – USA, Amerikas Förenta Stater (i Chicago, Illinois)","Band 18 (1969-1971), sida 669.",1969-1971
12893,17414, Herigar,,Död:senast omkring 850,"Band 18 (1969-1971), sida 673.",1969-1971
12894,26462,"Herkepæus, släkt",,,"Band 18 (1969-1971), sida 673.",1969-1971
12897,16526,"Herlenius, släkt",,,"Band 18 (1969-1971), sida 674.",1969-1971
12898,46480,August Herlenius,"Född:1861-12-22 – Nors församling, Värmlands län","Död:1930-02-28 – Engelbrekts församling, Stockholms län","Band 18 (1969-1971), sida 676.",1969-1971
12899,26732,Jonas Herlenius,"Född:1821-02-07 – Väse församling, Värmlands län","Död:1907-03-23 – Göteborgs Masthuggs församling, Västra Götalands län","Band 18 (1969-1971), sida 675.",1969-1971
12900,18976,"Herlin, släkt",,,"Band 18 (1969-1971), sida 680.",1969-1971
12903,19201,"Herlitz, släkt",,,"Band 18 (1969-1971), sida 680.",1969-1971
12904,40929,Carl Wilhelm Herlitz,"Född:1895-01-29 – Adolf Fredriks församling, Stockholms län (enl fb för Klinte, Gotl.)","Död:1969-12-11 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 18 (1969-1971), sida 685.",1969-1971
12906,37543,Ivar Herlitz,"Född:1894-06-17 – Hedvig Eleonora församling, Stockholms län","Död:1966-05-25 – Uppsala domkyrkoförsamling, Uppsala län (i Veckholm)","Band 18 (1969-1971), sida 683.",1969-1971
12907,37139,Karl G Herlitz,"Född:1853-10-22 – Visby domkyrkoförsamling, Gotlands län","Död:1935-01-28 – Hedvig Eleonora församling, Stockholms län","Band 18 (1969-1971), sida 681.",1969-1971
12908,49143,P F Gustaf Hermansson,"Född:1864-10-09 – Finska församling, Stockholms län","Död:1931-03-03 – Högalids församling, Stockholms län","Band 18 (1969-1971), sida 688.",1969-1971
12910,19696,"Hermansson, von, Hermansson, släkt",,,"Band 18 (1969-1971), sida 691.",1969-1971
12912,35135,"Johan Hermansson, von","Född:1726-03-08 – Uppsala domkyrkoförsamling, Uppsala län","Död:1793-11-19 – Sjörups församling, Skåne län","Band 18 (1969-1971), sida 699.",1969-1971
12913,91700,"Matthias Hermansson, von","Född:1716-05-13 – Lunds domkyrkoförsamling, Skåne län","Död:1789-07-25 – Jakobs församling, Stockholms län","Band 18 (1969-1971), sida 692.",1969-1971
12914,28959,"Hermelin, släkt",,,"Band 18 (1969-1971), sida 701.",1969-1971
12916,44485,Eric Hermelin,"Född:1860-06-22 – Svanshals församling, Östergötlands län","Död:1944-11-08 – Lunds domkyrkoförsamling, Skåne län","Band 18 (1969-1971), sida 716.",1969-1971
12917,41093,Joseph Hermelin,"Född:1857-04-22 – Säby församling (F-län), Jönköpings län (på Gripenberg)","Död:1938-03-28 – Säby församling (F-län), Jönköpings län (på Gripenberg)","Band 18 (1969-1971), sida 714.",1969-1971
12918,57126,Olof N S Hermelin,"Född:1658 – Filipstads församling, Värmlands län",Död:1709-06-28 – Ukraina (vid Poltava eller strax efter i fångenskap),"Band 18 (1969-1971), sida 703.",1969-1971
12919,32166,Olof Hermelin,"Född:1827-02-08 – Säby församling (F-län), Jönköpings län","Död:1913-12-03 – Danderyds församling, Stockholms län","Band 18 (1969-1971), sida 710.",1969-1971
12920,50600,Samuel Gustaf Hermelin,"Född:1744-04-04 – Klara församling, Stockholms län","Död:1820-03-04 – Jakobs församling, Stockholms län","Band 18 (1969-1971), sida 706.",1969-1971
12921,35097,Sven D A Hermelin,"Född:1856-02-08 – Eskilstuna Fors församling, Södermanlands län","Död:1923-03-23 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 712.",1969-1971
12922,19811,Hans S Hermod,"Född:1860-08-18 – Burlövs församling, Skåne län","Död:1920-11-01 – Malmö Sankt Petri församling, Skåne län","Band 18 (1969-1971), sida 719.",1969-1971
12923,30859,Sven Herner,"Född:1865-06-22 – Vinslövs församling, Kristianstads län","Död:1949-12-18 – Lunds domkyrkoförsamling, Skåne län","Band 18 (1969-1971), sida 720.",1969-1971
12924,23270,"Hernlund, släkt",,,"Band 18 (1969-1971), sida 722.",1969-1971
12927,19920,"Hernmarck, släkt",,,"Band 18 (1969-1971), sida 723.",1969-1971
12929,27699,Torsten R Hèrnod,"Född:1885-10-11 – Torps församling (Y-län), Västernorrlands län","Död:1957-01-13 – Oscars församling, Stockholms län","Band 18 (1969-1971), sida 724.",1969-1971
12930,47130,Peter (Pehr) Hernquist,"Född:1726 – Härlunda församling (R-län), Skaraborgs län","Död:1808-12-18 – Skara domkyrkoförsamling, Skaraborgs län","Band 18 (1969-1971), sida 725.",1969-1971
12931,15970,"Herrlin, släkter",,,"Band 18 (1969-1971), sida 728.",1969-1971
12932,34721,P Axel S Herrlin,"Född:1870-03-30 – Östra Vemmenhögs församling, Skåne län","Död:1937-10-10 – Lunds domkyrkoförsamling, Skåne län","Band 18 (1969-1971), sida 729.",1969-1971
12933,20210,"Herslow, släkt",,,"Band 18 (1969-1971), sida 731.",1969-1971
12934,34683,Carl C P Herslow,"Född:1836-04-03 – Karlskrona stadsförsamling, Blekinge län","Död:1933-09-18 – Malmö Sankt Petri församling, Skåne län","Band 18 (1969-1971), sida 732.",1969-1971
12936,24113,Ernst J A Herslow,"Född:1838-07-21 – Karlskrona stadsförsamling, Blekinge län","Död:1926-02-09 – Johannes församling, Stockholms län","Band 18 (1969-1971), sida 734.",1969-1971
12937,25112,Ernst G C Herslow,"Född:1884-11-24 – Malmö Sankt Petri församling, Skåne län","Död:1967-08-09 – Svedala församling, Skåne län","Band 18 (1969-1971), sida 735.",1969-1971
12938,20698,"Hertzman, släkter",,,"Band 18 (1969-1971), sida 736.",1969-1971
12939,48025,Gurli Hertzman-Ericson,"Född:1879-11-03 – Domkyrkoförsamlingen i Göteborg, Västra Götalands län","Död:1954-02-06 – Johannes församling, Stockholms län","Band 18 (1969-1971), sida 737.",1969-1971
12940,27009,"Herweg, släkt",,,"Band 18 (1969-1971), sida 740.",1969-1971
12942,18045,"Hesse, släkter",,,"Band 18 (1969-1971), sida 741.",1969-1971
12944,37674,J Otto Hesselbom,"Född:1848-07-13 – Ånimskogs församling, Älvsborgs län","Död:1913-06-20 – By församling, Värmlands län","Band 18 (1969-1971), sida 742.",1969-1971
12945,22131,"Hesselgren, släkt",,,"Band 18 (1969-1971), sida 748.",1969-1971
12947,52274,Kerstin Hesselgren,"Född:1872-01-04 – Torsåkers församling (X-län), Gävleborgs län","Död:1962-08-19 – Kungsholm eller Ulrika Eleonora, Stockholms län","Band 18 (1969-1971), sida 744.",1969-1971
12948,26150,"Hesselius, släkt",,,"Band 18 (1969-1971), sida 749.",1969-1971
12949,37478,Andreas Hesselius,"Född:1677-05-08 – Stora Skedvi församling, Dalarnas län","Död:1733-12-23 – Falu Kristine församling, Dalarnas län (begr i Gagnef)","Band 18 (1969-1971), sida 750.",1969-1971
12954,55940,Bengt I Hesselman,"Född:1875-12-21 – Stockholms stad (Å församling, Östergötlands län)","Död:1952-04-06 – Uppsala domkyrkoförsamling, Uppsala län","Band 18 (1969-1971), sida 755.",1969-1971
12955,33945,O A Henrik V Hesselman,"Född:1874-01-28 – Stockholms stad (Å församling, Östergötlands län)","Död:1943-07-11 – Danderyds församling, Stockholms län (i Djursholm)","Band 18 (1969-1971), sida 752.",1969-1971
12956,38274,K Jonas E Hesselman,"Född:1877-04-09 – Stockholms stad, Stockholms län (enl fdb för Å, Östergötland.)","Död:1957-12-20 – Nacka församling, Stockholms län","Band 18 (1969-1971), sida 759.",1969-1971
12957,23860,"Hessenstein, von, släktnamn",,,"Band 18 (1969-1971), sida 761.",1969-1971
12959,17521,"Hessle, släkt",,,"Band 18 (1969-1971), sida 762.",1969-1971
12960,22075,Gunnar A Hesslén,"Född:1894-06-05 – Uppsala domkyrkoförsamling, Uppsala län","Död:1958-03-27 – Göteborgs Johannebergs församling, Västra Götalands län","Band 18 (1969-1971), sida 763.",1969-1971
12961,19772,"Hessler, släkter",,,"Band 18 (1969-1971), sida 764.",1969-1971
12962,17677,"Heuman, släkt",,,"Band 18 (1969-1971), sida 764.",1969-1971
12963,29666,Carl A Heuman,"Född:1870-06-01 – Morlanda församling, Västra Götalands län","Död:1948-10-13 – Engelbrekts församling, Stockholms län","Band 18 (1969-1971), sida 769.",1969-1971
12964,36405,Elis D Heüman,"Född:1859-03-07 – Morlanda församling, Västra Götalands län","Död:1908-08-06 – Adolf Fredriks församling, Stockholms län","Band 18 (1969-1971), sida 767.",1969-1971
12965,38708,Ernst O A Heuman,"Född:1858-07-09 – Halmstad stad, Hallands län",Död:1926-08-25 – Indien (i Trichinopoly),"Band 18 (1969-1971), sida 765.",1969-1971
12966,15815,"Heurgren, släkt",,,"Band 18 (1969-1971), sida 771.",1969-1971
12967,32074,G E Paul Heurgren,"Född:1864-06-27 – Högestads församling, Skåne län","Död:1928-10-17 – Örebro församling, Örebro län","Band 18 (1969-1971), sida 771.",1969-1971
12969,35501,"Geijer, släkt",,,"Band 17 (1967-1969), sida 1.",1967-1969
12970,39200,Bengt Gustaf Geijer,"Född:1682-03-11 – Lindesbergs stadsförsamling, Örebro län","Död:1746-10-26 – Norra Råda församling, Värmlands län","Band 17 (1967-1969), sida 4.",1967-1969
12971,29312,Bengt Gustaf Geijer,"Född:1724-04-01 – Norra Råda församling, Värmlands län (på Risberg)","Död:1817-03-23 – Amnehärads församling, Skaraborgs län (på Ribbingsfors)","Band 17 (1967-1969), sida 7.",1967-1969
12972,24653,Bengt Reinhold Geijer,"Född:1758-11-10 – Karlskoga församling, Örebro län (på Bofors bruk)","Död:1815-11-12 – Adolf Fredriks församling, Stockholms län","Band 17 (1967-1969), sida 9.",1967-1969
12976,148581,Erik Gustaf Geijer,"Född:1783-01-12 – Ransäters församling, Värmlands län (på Ransäters bruk)","Död:1847-04-23 – Jakobs församling, Stockholms län","Band 17 (1967-1969), sida 10.",1967-1969
12977,27046,S Gottschalk A Geijer,"Född:1850-05-25 – Eskilsäters församling, Värmlands län (på Rosenborg)","Död:1924-07-16 – Österåkers församling (AB-län), Stockholms län","Band 17 (1967-1969), sida 26.",1967-1969
12978,30354,A Herman Geijer,"Född:1871-11-17 – Bjursås församling, Dalarnas län","Död:1943-09-16 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 27.",1967-1969
12980,36133,Per Adolf Geijer,"Född:1841-04-09 – Norra Råda församling, Värmlands län (på Uddeholm)","Död:1919-04-16 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 22.",1967-1969
12981,25730,K Reinhold Geijer,"Född:1849-04-23 – Nyeds församling, Värmlands län","Död:1922-03-27 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 24.",1967-1969
12982,20841,"Geijer, släkt",,,"Band 17 (1967-1969), sida 29.",1967-1969
12985,20903,"Geijerstam, af, släkt",,,"Band 17 (1967-1969), sida 30.",1967-1969
12986,28539,"Emanuel Geijerstam, af","Född:1730-10-10 – Norra Råda församling, Värmlands län (på Uddeholm)","Död:1788-09-24 – Filipstads församling (Bjurtjärns församling, Värmlands län)","Band 17 (1967-1969), sida 30.",1967-1969
12987,24404,"G Emanuel Geijerstam, af","Född:1867-08-10 – Svennevads församling, Örebro län (på Haddebo)","Död:1928-05-14 – Göteborgs Vasa församling, Västra Götalands län","Band 17 (1967-1969), sida 42.",1967-1969
12988,80953,"Gustaf Geijerstam, af","Född:1858-01-05 – Heds församling, Västmanlands län (på Jönsarbo)","Död:1909-03-06 – Hedvig Eleonora församling, Stockholms län","Band 17 (1967-1969), sida 32.",1967-1969
12989,58541,"Karl J Geijerstam, af","Född:1860-08-14 – Heds församling, Västmanlands län (i Jönsarbo)","Död:1899-02-09 – Hedvig Eleonora församling, Stockholms län","Band 17 (1967-1969), sida 38.",1967-1969
12990,23873,"C F Ragnar Geijerstam, af","Född:1901-12-13 – Fellingsbro församling, Örebro län (på Rockhammar)","Död:1946-11-26 – Bromma församling (AB-län), Stockholms län","Band 17 (1967-1969), sida 43.",1967-1969
12991,21887,"Geisler, släkt",,,"Band 17 (1967-1969), sida 44.",1967-1969
12994,24195,Johan Tobias Geisler,"Född:1683-02-20 – Tyska Sankta Gertruds församling, Stockholms län","Död:1729-05-29 – Falu Kristine församling, Dalarnas län","Band 17 (1967-1969), sida 45.",1967-1969
12995,15392,"Geist, släkt",,,"Band 17 (1967-1969), sida 46.",1967-1969
12996,24645,Christian Geist,"Född:1640 – Tyskland (i Güstrow, Mecklenburg)",Död:1711-09-27 – Danmark (i Köpenhamn),"Band 17 (1967-1969), sida 46.",1967-1969
12997,18315,"Gelhaar, släkter",,,"Band 17 (1967-1969), sida 47.",1967-1969
13000,19374,"Gellerstedt, släkter",,,"Band 17 (1967-1969), sida 48.",1967-1969
13001,51382,Albert T Gellerstedt,"Född:1836-10-06 – Säterbo församling, Västmanlands län","Död:1914-04-07 – Engelbrekts församling, Stockholms län","Band 17 (1967-1969), sida 50.",1967-1969
13004,28976,Pehr Erik Gellerstedt,"Född:1815-08-31 – Härnösands domkyrkoförsamling, Västernorrlands län","Död:1881-01-22 – Lunds domkyrkoförsamling, Skåne län","Band 17 (1967-1969), sida 49.",1967-1969
13005,22461,"Genberg, släkter",,,"Band 17 (1967-1969), sida 54.",1967-1969
13006,20656,Anton Jonsson Genberg,"Född:1862-06-20 – Östersunds församling, Jämtlands län","Död:1939-01-08 – Engelbrekts församling, Stockholms län","Band 17 (1967-1969), sida 59.",1967-1969
13007,61423,Paulus (Paul) Genberg,"Född:1811-04-13 – Brunflo församling, Jämtlands län","Död:1875-09-29 – Kalmar domkyrkoförsamling, Kalmar län","Band 17 (1967-1969), sida 55.",1967-1969
13008,23771,Sune Genell,"Född:1897-05-09 – Södra Åsums församling, Skåne län","Död:1960-12-07 – Limhamns församling, Skåne län","Band 17 (1967-1969), sida 60.",1967-1969
13009,31383,F Ludvig (Ludde) Gentzel,"Född:1885-01-17 – Jönköpings Kristina församling, Jönköpings län","Död:1963-03-05 – Göteborgs Johannebergs församling, Västra Götalands län","Band 17 (1967-1969), sida 61.",1967-1969
13010,17451,"Georgii, af Georgii, släkter",,,"Band 17 (1967-1969), sida 63.",1967-1969
13011,36585,C August Georgii,"Född:1808-10-21 – Västerhaninge församling, Stockholms län (i Fors)","Död:1881-05-25 – Klara församling, Stockholms län","Band 17 (1967-1969), sida 67.",1967-1969
13012,19837,Carl Fredrik Georgii,"Född:1715-08 – Tyska Sankta Gertruds församling, Stockholms län","Död:1795-04-12 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 64.",1967-1969
13014,42465,Nicolaus (Nils) Georgii,"Född:1717-08-16 – Tyska Sankta Gertruds församling, Stockholms län","Död:1790-04-06 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 64.",1967-1969
13015,30008,Ezechias Gepfart,Född: – Polen (i Glogau i Schlesien / G?ogów),Död:1570 – Polen (i Glogau i Schlesien/G?ogów),"Band 17 (1967-1969), sida 69.",1967-1969
13016,23007,"Gera, ätt",,,"Band 17 (1967-1969), sida 71.",1967-1969
13017,46905,Holger Karlsson (Gera),,"Död:1541-03-29 – Östra Ryds församling (E-län), Östergötlands län (på Björkvik)","Band 17 (1967-1969), sida 72.",1967-1969
13018,52847,Jöran Holgersson (Gera),,"Död:1588-05-18 – Östra Ryds församling (E-län), Östergötlands län (på Björkvik)","Band 17 (1967-1969), sida 77.",1967-1969
13019,35768,Karl Holgersson (Gera),,"Död:1566-07-25 – Kumla församling (T-län), Örebro län","Band 17 (1967-1969), sida 75.",1967-1969
13021,27213,"Hans Gerdes, von",Född:1637-03-25 – Tyskland (i Lübeck),"Död:1723-04-19 – Kristine församling, Västra Götalands län","Band 17 (1967-1969), sida 80.",1967-1969
13022,25339,Gunnar Gerdner,"Född:1913-05-18 – Jönköpings Kristina församling, Jönköpings län","Död:1964-08-16 – Fässbergs församling, Västra Götalands län (kan även vara Stensjönsförsamling)","Band 17 (1967-1969), sida 82.",1967-1969
13025,43194,Karl E G Gerhard,"Född:1891-04-14 – Hedvig Eleonora församling, Stockholms län","Död:1964-04-22 – Saltsjöbadens församling, Stockholms län","Band 17 (1967-1969), sida 83.",1967-1969
13026,17425,"Geringius, släkt",,,"Band 17 (1967-1969), sida 86.",1967-1969
13027,21535,Eric Geringius,"Född:1707-12-19 – Bettna församling, Södermanlands län","Död:1747-01-12 – Jakobs församling, Stockholms län","Band 17 (1967-1969), sida 86.",1967-1969
13029,20819,Aron Gerle,"Född:1860-09-19 – Örs församling (P-län), Älvsborgs län","Död:1930-12-23 – Katarina församling, Stockholms län","Band 17 (1967-1969), sida 87.",1967-1969
13030,18194,"Gerle, släkt",,,"Band 17 (1967-1969), sida 88.",1967-1969
13032,20816,"Gernandt, släkt",,,"Band 17 (1967-1969), sida 89.",1967-1969
13033,45022,Christian E Gernandt,"Född:1831-04-28 – Kalmar domkyrkoförsamling, Kalmar län","Död:1906-06-02 – Saltsjöbadens församling, Stockholms län","Band 17 (1967-1969), sida 89.",1967-1969
13034,18348,"Gerner, släkt",,,"Band 17 (1967-1969), sida 92.",1967-1969
13037,24036,"Gertten, von, släkt",,,"Band 17 (1967-1969), sida 93.",1967-1969
13040,27747,Hans V Gertz,"Född:1876-06-24 – Malmö Karoli församling, Skåne län","Död:1938-01-04 – Engelbrekts församling, Stockholms län","Band 17 (1967-1969), sida 94.",1967-1969
13041,28404,Otto D Gertz,"Född:1878-05-20 – Malmö Karoli församling, Skåne län","Död:1948-02-15 – Lunds domkyrkoförsamling, Skåne län","Band 17 (1967-1969), sida 95.",1967-1969
13042,25323,Martinus Erici Gestrinius,"Född:1594-02-16 – Gävle Heliga Trefaldighets församling, Gävleborgs län","Död:1648-09-27 – Uppsala domkyrkoförsamling, Uppsala län","Band 17 (1967-1969), sida 97.",1967-1969
13044,37399,Erik Geting,,Död:1535/38,"Band 17 (1967-1969), sida 98.",1967-1969
13045,21928,"Gezelius, släkt",,,"Band 17 (1967-1969), sida 100.",1967-1969
13046,31356,Georg Gezelius,"Född:1735-10-06 – Karlstorps församling, Jönköpings län","Död:1789-05-24 – Lillkyrka församling, Örebro län","Band 17 (1967-1969), sida 108.",1967-1969
13047,42897,Johannes Gezelius,"Född:1615-02-03 – Romfartuna församling, Västmanlands län (på Gesala)",Död:1690-01-20 – Finland (i Åbo),"Band 17 (1967-1969), sida 101.",1967-1969
