skblid,wid,publishedDate,article_author_firstname,article_author_lastname,subtitle_sv,subtitle_eng,name_lastname,name_firstname
GotaRosen,Q4975451,2018-03-08,Lena,Näslund,"Barnavårdsinspektör, socialdemokratisk riksdagsman","Child welfare inspector, Social Democratic member of parliament",Rosén,/Göta/ Margareta
IngridSchrewelius,Q4977550,2018-03-08,Hillevi,Ganetz,"Journalist, modereporter, programledare","Journalist, fashion journalist, TV-reporter",Schrewelius,/Ingrid/
LiaSchubert,Q4977579,2018-03-08,Lotta,Eliasson,"Dansare, koreograf, skolgrundare","Dancer, choreographer, school founder",Schubert,/Lia/
AmandaSidwall,Q4978495,2018-03-08,Birgitta,Flensburg,"Konstnär, porträttmålare","Artist, portrait painter",Sidwall,/Amanda/ Carolina Vilhelmina
EvaSkold,Q4979225,2018-03-08,Sara,Granath,Teaterregissör,Director,Sköld,/Eva/ Arna Ottesdotter
FridaSteenhoff,Q4980157,2018-03-08,Christina,Carlsson Wetterberg,"Författare, debattör, rösträttskvinna","Author, polemicist, suffragette",Stéenhoff,Helga Frideborg (/Frida/) Maria
CarolinaWilhelminaStahlberg,Q4981102,2018-03-08,Maria,Sjöberg,"Författare, översättare, samhällsdebattör","Author, translator, polemicist",Stålberg,Carolina /Wilhelmina/
InezSvensson,Q4981514,2018-03-08,Agneta,Klang Zättlin,Textilkonstnär,Textile artist,Svensson,Gudrun /Inez/ Linnea
GunhildTegen,Q4982233,2018-03-08,Charlott,Neuhauser,"Författare, översättare, fredsaktivist","Author, translator, peace activist",Tegen,/Gunhild/ Maria Elisabet
LisaThomassonLappLisa,Q4982558,2018-03-08,Christina,Mattsson,Vissångare,Ballad singer,Thomasson (Lapp-Lisa),/Lisa/ Cecilia
IdaGawellBlumenthal,Q4988547,2018-03-08,Christina,Mattsson,"Historieberättare, vissångare, hembygsvårdare","Storyteller, ballad singer, took active part in preserving local folklore",Gawell-Blumenthal,/Ida/ Albertina
MariaKatrinaKarinStenberg,Q4989785,2018-03-08,Anne,Heith,"Lärare, samisk medborgarrättsaktivist, initiativtagare till Svenska Samers Riksförbund","Teacher, Sami civil rights activist, instigator of Svenska Samers Riksförbund",Stenberg,Maria Katrina (/Karin/)
HenrietteWiderberg,Q4990467,2018-03-08,Hélène,Ohlsson,"Operasångare, skådespelare, memoarförfattare","Opera singer, actor, writer of memoirs",Widerberg,/Henriette/ Sophie
TollieZellman,Q4990897,2018-03-08,Jennifer,Vintkvist,"Skådespelare, regissör","Actor, director",Zellman,Berta Alice Victoria (/Tollie/)
EvavonZweigbergk,Q4990973,2018-03-08,Birger,Hedén,"Journalist, barnbokskritiker","Journalist, children's book critic",von Zweigbergk,/Eva/ Monica
EvaAsbrink,Q4991077,2018-03-08,Barbro,Olofsson,"Rektor, politiker, teologie doktor","Principal, politician, doctor of theology",Åsbrink,/Eva/ Margareta Teodora
IngridMargaretaAlmqvist,Q16157512,2018-03-08,Lennart K,Persson,"Spjutkastare, handbollsspelare","Javelin thrower, handball player",Almqvist,/Ingrid/ Margareta
HannaBratt,Q16164621,2018-03-08,Elisabeth,Punzi,"Lärare, psykoterapeut","Teacher, psychotherapist",Bratt,Ellen Nanna Johanna (/Hanna/)
LiliKaelas,Q16595401,2018-03-08,Ingegerd,Särlvik,"Arkeolog, museiintendent","Archaeologist, curator",Kaelas,/Lili/ Sanelma
EugenieBrummer,Q16945153,2018-03-08,Andreas,Tjerneld,Skolledare,School leader,Brummer,Hedvig Eugenia (/Eugenie/)
MathildaLundberg,Q16946324,2018-03-08,Ulrika,Lagerlöf Nilsson,"Läkare, klinikföreståndare","Doctor, director of a medical polyclinic",Lundberg,Margareta /Mathilda/
SallyHogstrom,Q18242804,2018-03-08,Pia,Lundquist Wanneberg,Gymnastikdirektör,Physical education teacher,Högström,/Sally/
AnnaMargaretaAnnaGretaStahle,Q19803539,2018-03-08,Cecilia,Malmström Olsson,"Danskritiker, författare","Dance critic, author",Ståhle,Anna Margareta (/Anna Greta/)
LouiseUlfhielm,Q19976182,2018-03-08,Fia,Sundevall,Rikslottachef,National head of the 'lotta' corps,Ulfhielm,Majken /Louise/
ChristineMalmstromBarke,Q19976756,2018-03-08,Fia,Sundevall,Rikslottachef,National head of the 'lotta' corps,Malmström Barke,/Christine/ Elisabeth
GunnelNorellSoderblom,Q19976858,2018-03-08,Eva-Maria,Svensson,Justitieombudsman,Parliamentary Ombudsman,Norell Söderblom,/Gunnel/ Margareta Truedsdotter
IngridNorlander,Q19976860,2018-03-08,Fia,Sundevall,"Advokat, rikslottachef","Lawyer, national head of the 'lotta' corps",Norlander,/Ingrid/ Hedvig Margareta Nilsdotter
GertrudRodhe,Q19976999,2018-03-08,Elisabeth,Punzi,Kurator,Welfare officer,Rodhe,/Gertrud/ Hildegard
GerdaSprinchorn,Q20156198,2018-03-08,Irja,Bergström,"Konstnär, skulptör, keramiker","Artist, sculptor, ceramicist",Sprinchorn,Gertrud Linnéa (/Gerda/)
MargitAlthin,Q20906972,2018-03-08,Elsa,Trolle Önnerfors,"Jurist, advokat","Legal practitioner, lawyer",Althin,/Margit/ Christina
WilhelminaWendt,Q22086093,2018-03-08,Anna Maria,Ursing,Silversmed,Silversmith,Wendt,/Wilhelmina/
AnnaBaner,Q22670927,2018-03-08,Annika,Sandén,"Hovdam, grevinna, riksrådshustru","Lady-in-waiting, countess, wife of a privy councillor",Banér,/Anna/
MartaafEkenstam,Q22923004,2018-03-08,Märta,Holkers,"Silversmed, ciselör, pionjär inom metallhantverk","Silversmith, embosser, pioneer in handicraft",af Ekenstam,/Märta/ Gunilla Matilda
HenrietteSjoberg,Q23989411,2018-03-08,Ulrich,Lange,"Konstnär,  illustratör, teckningslärare","Artist, illustrator, drawing instructor",Sjöberg,Henrietta (/Henriette/) Wilhelmina Sofia
AnnaGustafson,Q24019416,2018-03-08,Karin,Tjernström,"Länsmejerska, folkbildare, rösträttskvinna","The county dairy maid of Norrbotten, popular educator, suffragette",Gustafson,/Anna/ Lovisa
MaudFredinFredholm,Q26835806,2018-03-08,Emma,Severinsson,"Textilkonstnär, modeskapare","Textile artist, fashion designer",Fredin Fredholm,/Maud/ Barbro
AnnaSigneSofiaBrunnstrom,Q28869681,2018-03-08,Anders,Ottosson,"Sjukgymnast, forskare, pionjär inom klinisk kinesiologi","Physiotherapist, researcher, pioneer in clinical kinesiology",Brunnström,Anna /Signe/ Sofia
JudithKarlander,Q42296510,2018-03-08,Maria,Sjöberg,"Företagare, restauratör, hotellägare","Entrepreneur, restaurant-keeper, hotel manager",Karlander,/Judith/
AstridLjungstrom,Q49520708,2018-03-08,Kristina,Lundgren,Journalist,,Ljungström,/Astrid/ Hulda Viola
MartaBucht,Q50368769,2018-03-08,Karin,Tjernström,"Lärare, kvinnosakskvinna, fredsaktivist","Teacher, feminist, peace activist",Bucht,/Märta/ Johanna
KarolinaSjalander,Q50680558,2018-03-08,Camilla,Larsson,"Lärare, skolgrundare, rösträttskvinna","Teacher, school founder, suffragette",Själander,/Karolina/ Kristina
Dorotheadrottning0,Q61873,2020-03-02,Charlotte,Cederbom,"Drottning av Danmark, Norge och Sverige","Queen of Denmark, Norway and Sweden",,"/Dorothea/, drottning"
AmaliavonHelvig,Q69439,2020-03-02,Jules,Kielmann,"Författare, litteraturkritiker, salongsvärdinna","Author, literary critic, hostess of cultural salons",von Helvig,Anna Amalie (/Amalia/)
Ingeborgprinsessa,Q234033,2020-03-02,Avigail,Rotbain,"Prinsessa av Danmark, Norge och Sverige, filantrop","Princess of Denmark, Norway and Sweden, philanthropist",,"/Ingeborg/, prinsessa"
BeritElisabetBibiAndersson,Q234921,2020-03-02,Maaret,Koskinen,Skådespelare,Actor,Andersson,Berit Elisabet (/Bibi/)
Filippadrottning,Q235447,2020-03-02,Charlotte,Cederbom,"Drottning av Sverige, Norge och Danmark","Queen of Sweden, Norway and Denmark",,"/Filippa/, drottning"
SigridStorrada,Q242746,2020-03-02,Wojtek,Jezierski,Anses vara Sveriges första kända drottning,Supposed earliest known queen of Sweden,,/Sigrid Storråda/
BarbroMargaretaEriksdotterHiortafOrnas,Q247626,2020-03-03,Rikard,Loman,Skådespelare,Actor,Hiort af Ornäs,/Barbro/ Margareta Eriksdotter
AinoTaube,Q406085,2020-03-02,Jennifer,Vintkvist,"Skådespelare, filmstjärna","Actor, movie star",Taube,/Aino/ Regina
AmaliaEuphrosyneLindegren,Q452896,2020-03-02,Birgitta,Flensburg,"Konstnär, porträttmålare","Artist, portrait painter",Lindegren,/Amalia/ Euphrosyne
IngridLuterkort,Q460491,2020-03-02,Rikard,Loman,"Skådespelare, dramapedagog, teaterregissör","Actor, drama teacher, theatre director",Luterkort,Carola /Ingrid/ Margareta
AliceTegner,Q462879,2020-03-02,Eva Helen,Ulvros,"Tonsättare, musiklärare, organist","Composer, music teacher, organist",Tegnér,/Alice/ Charlotta
IngeborgHakansdotter0,Q467530,2020-03-02,Birgitta,Tingdal,"Prinsessa av Norge, hertiginna av Halland, medlem av svenska och norska riksråden","Princess of Norway, duchess of Halland, councillor of the Swedish and Norwegian realms",Håkansdotter,/Ingeborg/
RuthAstaSvedberg,Q467547,2020-03-02,Birgitta,Flensburg,Friidrottare,Athlete,Svedberg,/Ruth/ Asta
GunillavonBahr0,Q2133442,2020-03-02,Eva Helen,Ulvros,"Musiker, musikchef, rektor","Musician, musical director, school principal",von Bahr,/Gunilla/
SofiaEriksdotterdrottning,Q2321295,2020-03-02,Charlotte,Cederbom,Drottning av Sverige,Queen of Sweden,,"/Sofia/ Eriksdotter, drottning"
Sofiaprinsessa0,Q2618045,2020-03-02,Avigail,Rotbain,"Prinsessa av Sverige, hertiginna av Sachsen-Lauenberg","Princess of Sweden, duchess of Sachsen-Lauenberg",,"/Sofia/, prinsessa"
GerdaHojer0,Q2744062,2020-03-02,Anna,Götlind,"Fackföreningsledare, sjuksköterska, politiker","Trade union leader, nurse, politician",Höjer,/Gerda/
LovisaAugusti,Q3025341,2020-03-01,Eva Helen,Ulvros,"Operasångare, skådespelare","Opera-singer, actor",Augusti,/Lovisa/ Sofia
HelenaSnakenborg,Q3366533,2020-03-02,Kekke,Stadin,"Hovdam, markisinna av Northampton","Lady-in-waiting, marchioness of Northampton",Snakenborg,/Helena/ Ulfsdotter
MiaBerner,Q4353820,2020-03-02,Lars,Hansson,"Lektor, sociolog, författare","Lecturer, sociologist, author",Berner,/Mia/ Anne Marie
IngelaMargaretaAbrahamsson,Q4934131,2020-03-14,Lars,Hansson,"Vissångare, textförfattare, revyartist","Ballad singer, lyricist, revue artist",Abrahamsson,Ingela /Margareta/
GunnelMariaAhlin,Q4934509,2020-03-02,Lisbeth,Larsson,Författare,Author,Ahlin,/Gunnel/ Maria
KarinAhrland,Q4934607,2020-03-02,Barbro,Hedvall,"Jurist, riksdagsledamot, diplomat","Lawyer, member of parliament, diplomat",Ahrland,/Karin/ Margareta
HarrietAlfons,Q4934967,2020-03-02,Gunnel,Furuland,"Förlagsredaktör, översättare","Editor, translator",Alfons,/Harriet/
MargaretaAlstromer,Q4935295,2020-03-02,Eva Helen,Ulvros,"Grevinna, sångare, skådespelare","Countess, singer, actor",Alströmer,/Margareta/ Hedvig
JohannaMargaretaAnkarcrona0,Q4935548,2020-03-01,Eva Helen,Ulvros,Konstnär,Artist,Ankarcrona,/Johanna Margareta/
AstriAndreaKristinaAndersen,Q4935624,2020-03-02,Carl-Gunnar,Åhlen,"Musiker, pianist","Musician, pianist",Andersen,/Astri/ Andrea Kristina
MariaKarinaCarinaViktoriaArideMoltzer,Q4936436,2020-03-02,Eva Helen,Ulvros,"Dansare, koreograf, skulptör","Dancer, choreographer, sculptor",Ari,Maria Karina (/Carina/) Viktoria
LillemorMajArvidsson,Q4936679,2020-03-02,Lars,Hansson,"Facklig ledare, politiker, landshövding","Trade union leader, politician, county governor",Arvidsson,/Lillemor/ Maj
EbbaGustavaAugustaAtterbom,Q4936937,2020-03-01,Ulla,Åkerström,"Översättare, språklärare","Translator, language teacher",Atterbom,/Ebba/ Gustava Augusta
EvaBagge,Q4937272,2020-03-01,Maria,Sjöberg,Konstnär,Artist,Bagge,/Eva/
AnnaElisabethAlbertinaBergstrandPoulsen,Q4938650,2020-03-02,Gunnel,Furuland,"Konstnär, författare","Artist, author",Bergstrand-Poulsen,Anna /Elisabeth/ Albertina
EmmaMariaPaulineBrunius,Q4940969,2020-03-03,Sara,Granath,"Skådespelare, teaterchef, dramatiker","Actor, theatre manager, playwright",Brunius,Emma Maria /Pauline/
EvaCharlottaCarolinaLottenDahlgren,Q4944000,2020-03-02,Gunnel,Furuland,"Författare, journalist, redaktör","Author, journalist, journal editor",Dahlgren,Eva Charlotta Carolina (/Lotten/)
GorvelFadersdotterSparreavHjulstaochAngso0,Q4947389,2020-03-02,Jan,Samuelson,"Godsägare, byggherre till Torups slott","Property owner, commissioner of Torup castle",Fadersdotter (Sparre av Hjulsta och Ängsö),/Görvel/
MargitFriberg,Q4948917,2020-03-02,Margareta,Lilja,"Författare, folklivsupptecknare","Author, chronicler of folklife",Friberg,/Margit/ Regina
AnnaCeciliaFrisendahl,Q4949002,2020-03-02,Ulla,Åshede,"Konstnär, tecknare, grafiker",Graphic artist,Frisendahl,Anna /Cecilia/
KarinFryxell,Q4949105,2020-03-02,Margareta,Wallin Wictorin,"Konstnär, författare, fotograf","Artist, author, photographer",Fryxell,Hanna /Karin/ Elsa
SophiaEmiliaEmmaFurstenhoff,Q4949310,2020-03-02,Ulla,Åshede,"Fleurist, konsthantverkare","Fleurist, artisan",Fürstenhoff,Sophia Emilia (/Emma/)
MarthaFredriqueGahn,Q4949383,2020-03-02,Anna,Lindqvist,Textilkonstnär,Textile artist,Gahn,/Märtha/ Fredrique
SelmaGiobel,Q4950158,2020-03-02,Louise,Lindblom,"Träsnidare, textilformgivare, kvinnosakskvinna","Woodcarver, textile designer, proponent of women's issues",Giöbel,/Selma/ Levina
IngaThyraCarolaGrafstrom,Q4950609,2020-03-02,Anna,Lindqvist,Textilkonstnär,Textile artist,Grafström,Inga /Thyra/ Carola
AgnesCeciliaCillaIngegerdIngvar,Q4955780,2020-03-04,Sara,Granath,"Revyartist, programledare, översättare","Revue artist, konferencier, translator",Ingvar,Agnes Cecilia (/Cilla/) Ingegerd
AnnaJohanssonVisborg,Q4957121,2020-03-02,Jane,Morén,"Fackföreningskvinna, politiker, byggherre","Trade unionist, politician, building proprietor",Johansson-Visborg,/Anna/ Sofia
KatarinaKarinBengtsdotterGylta,Q4958283,2020-03-02,Martin,Berntson,Abbedissa,Abbess,Bengtsdotter (Gylta),Katarina (/Karin/)
KatarinaKarinMargaretaElisabethMolander,Q4967830,2020-03-02,Rikard,Loman,Skådespelare,Actor,Molander,Katarina (/Karin/) Margareta Elisabeth
VeraNordin,Q4970049,2020-03-02,Ulla,Åshede,"Journalist, konstnär, redaktör","Journalist, artist, editor",Nordin,Inga /Vera/ Eleonora
MargarethaEmerentiaNordstromMargaretaNylander,Q4970575,2020-03-02,Maria,Sjöberg,Kokboksförfattare,Writer of cookery books,Nordström (Margaretha Nylander),/Margaretha Emerentia/
CamillaOdhnoff,Q4970788,2020-03-02,Lars,Hansson,"Docent, minister, Sveriges första kvinnliga landshövding","Senior lecturer, cabinet minister, first female county governor in Sweden",Odhnoff,/Camilla/ Elna
DeboravanderPlas0,Q4973074,2020-03-02,Stefan,Nilsson,"Företagare, bruksägare, fartygsägare","Entrepreneur, foundry proprietor, shipowner",van der Plas,/Debora/
IsaQuensel,Q4973757,2020-03-12,Sara,Granath,"Sångare, skådespelare, regissör","Singer, actor, director",Quensel,Anna Lisa (/Isa/)
StinaSandels,Q4976863,2020-03-02,Ann-Katrin,Hatje,"Förskolepionjär, professor, forskare","Nursery school pioneer, professor, researcher",Sandels,/Stina/ Claesdotter
KidSeverin,Q4978138,2020-03-02,Kristina,Lundgren,"Journalist, nöjesreporter, kåsör","Journalist, society columnist",Severin,Anna Ingrid Cecilia (/Kid/)
LovisaSimson,Q4978721,2020-03-02,Louise,Lönnroth,Sveriges första kvinnliga teaterdirektör för fast teater,First female director of an established theatre,Simson,/Lovisa/ Concordia
MargitMariaSiwertz,Q4978802,2020-03-02,Birgitta,Ney,"Journalist, tidskriftsredaktör","Journalist, journal editor",Siwertz,/Margit/ Maria
HedvigEleonoraStenbock,Q4980276,2020-03-02,Kekke,Stadin,Politiskt inflytelserik hovdam,Politicially influential lady-in-waiting,Stenbock,/Hedvig/ Eleonora
UlrikaSophiavonStrussenfelt,Q4980866,2020-03-02,Maria,Andersson,"Författare, översättare, lärare","Author, translator, teacher",von Strussenfelt,/Ulrika/ Sophia
SigridSture,Q4981039,2020-03-02,Maria,Sjöberg,"Adelskvinna, häradshövding, poet","Noblewoman, distric judge, poet",Sture,/Sigrid/ Svantesdotter
StinaSundell,Q4981227,2020-03-02,Carl-Gunnar,Åhlen,"Pianist, pianopedagog","Pianist, piano teacher",Sundell,Gerda Maria Kristina (/Stina/)
HarrietSundstrom0,Q4981273,2020-03-02,Margareta,Wallin Wictorin,"Konstnär, grafiker, skulptör","Graphic artist, sculptor",Sundström,/Harriet/
KristinaSvantesdotterSture,Q4981388,2020-03-02,Kekke,Stadin,"Grevinna, godsägare","Countess, property owner",Sture,/Kristina/ Svantesdotter
RebeckaSvensson0,Q4981536,2020-03-02,Gunnel,Furuland,"Nykterhetskämpe, arbetarrörelsepionjär, skribent","Temperance activist, pioneer of the worker's movement, writer",Svensson,/Rebecka/
AldaTulliaBjornsdottervonSydow,Q4981674,2020-03-02,Katarina Tullia,von Sydow,"Politiker, riksdagsledamot","Politician, member of parliament",von Sydow,Alda /Tullia/ Björnsdotter
KerstinSignildTunving,Q4983617,2020-03-02,Frida,Wikström,"Överläkare, människorättsaktivist","Senior physician, human rights' activist",Tunving,/Kerstin/ Signild
MargueriteViby,Q4984538,2020-03-02,Jennifer,Vintkvist,"Skådespelare, sångare, revyartist","Actor, singer, cabaret artist",Viby,Ida /Marguerite/
AstridVaring,Q4984923,2020-03-02,Ola,Nordebo,"Författare, samhällsdebattör","Author, polemicist",Väring,/Astrid/
CharlotteWeibull,Q4990250,2020-03-02,Frida,Wikström,"Folklivskonstnär, dräkthistoriker, dockmakare","Folk artist, sartorial historian, creator of artisan dolls",Weibull,Eva Ragnhild (/Charlotte/)
CarolinaWeltzin,Q4990278,2020-03-02,Maria,Sjöberg,"Översättare, kokboksförfattare","Translator, writer of cookery books",Weltzin,/Carolina/ (Carolin)
LailaWestersund,Q4990381,2020-03-02,Mikael,Strömberg,"Sångare, komiker, revyartist","Singer, comedian, revue artiste",Westersund,/Laila/ Bylitta
MargotWikstrom,Q4990540,2020-03-02,Kerstin,Thörn,"Politiker, kommunalråd","Politician, local government commissioner",Wikström,/Margot/ Margareta
AgnetaWrede,Q4990743,2020-03-02,Jan,Samuelson,"Godsägare, adelskvinna, donator","Property owner, noblewoman, donor",Wrede,/Agneta/
LiliZiedner,Q4990939,2020-03-02,Per-Olov,Qvist,"Skådespelare, pionjär som kvinnlig komiker","Actor, pioneering female comedian",Ziedner,Ida Cecilia Maria (/Lili/)
TeklaAberg,Q4990999,2020-03-02,Anna,Svenson,"Skolföreståndare, pionjär inom flickors utbildning","School principal, pioneer within girls' education",Åberg,/Tekla/
IngaAlenius,Q4991061,2020-03-02,Rikard,Loman,Skådespelare,Actor,Ålenius,/Inga/ Maria
BeataCarolinaOstberg,Q4991155,2020-03-02,Emilie,Cederquist,Operasångare,Opera-singer,Östberg,Beata /Carolina/
NanIngerIwosdotterOstman,Q4991190,2020-03-02,Birgitta,Theander,Författare,Author,Östman,/Nan Inger/ Iwosdotter
IngeborgWrnBugge,Q16322530,2020-03-02,Susanna,Janfalk,"Pionjär som kvinnlig arkitekt, filantrop","Pioneering female architecht, philanthropist",Wærn Bugge,Ebba /Ingeborg/ Maria
EdithMariaFischerstrom,Q16594812,2020-03-02,Ulla,Åshede,"Konstnär, grafiker",Graphic artist,Fischerström,/Edith/ Maria
BritaRosladin0,Q16596214,2020-03-02,Kekke,Stadin,"Riksrådshustru, förmedlare av politiska kontakter","Wife of a privy councillor, purveyor of political contacts",Rosladin,/Brita/
ElinSundberg,Q16596504,2020-03-02,Emilie,Cederquist,"Nykterhetsaktivist, rösträttskvinna, lärare","Temperance activist, suffragette, teacher",Sundberg,/Elin/ Magdalena
MajVilmaArnell,Q18237377,2020-03-02,Alexandra,Herlitz,Konstnär,Artist,Arnell,/Maj/ Vilma
MargaretaGretaViolaWieselgren,Q18627133,2020-03-02,Gunnel,Furuland,"Historiker, kvinnohistoriker","Historian, women's historian",Wieselgren,Margareta (/Greta/) Viola
KarinAdamsson,Q20873812,2020-03-02,Gunnela,Björk,"Sexualupplysare, affärskvinna","Sexual educator, businesswoman",Adamsson,/Karin/ Charlotta Teresia
CarinRagnhildAx,Q26213489,2020-03-01,Gunnel,Furuland,"Tecknare, grafiker, författare","Graphic artist, author",Ax,/Carin/ Ragnhild
IngridMargaretaArfelt,Q30331245,2020-03-02,Gunnel,Furuland,"Konstnär, illustratör, kåsör","Artist, illustrator, columnist",Årfelt,/Ingrid/ Margareta
KajsaVilhelminaRootzen,Q42010397,2020-03-02,Birgitta,Ney,"Musikkritiker, kulturskribent, författare","Music critic, writer on cultural matters, author",Rootzén,/Kajsa/ Vilhelmina
FloryGate,Q50803162,2018-03-08,Irene,Andersson,"Lantbrukare, konstnär, fredsaktivist","Farmer, artist, peace activist",Gate,Hilda Florence (/Flory/) Margaret
HildurLundberg,Q50803736,2018-03-08,Lena,Lundgren,"Bibliotekarie, lärare","Librarian, teacher",Lundberg,/Hildur/ Charlotta
